id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
2964,Iowa,IA,Adams,Republican,Rand Paul,0.029,22.0,96.9,90.4,49.9,45871,9.5
2965,Iowa,IA,Adams,Republican,Jeb Bush,0.026,22.0,96.9,90.4,49.9,45871,9.5
2966,Iowa,IA,Adams,Republican,Mike Huckabee,0.011,22.0,96.9,90.4,49.9,45871,9.5
2967,Iowa,IA,Adams,Republican,Chris Christie,0.004,22.0,96.9,90.4,49.9,45871,9.5
2968,Iowa,IA,Adams,Republican,Rick Santorum,0.004,22.0,96.9,90.4,49.9,45871,9.5
2969,Iowa,IA,Allamakee,Republican,Donald Trump,0.281,21.3,91.5,89.0,48.8,48831,22.4
2970,Iowa,IA,Allamakee,Republican,Ted Cruz,0.266,21.3,91.5,89.0,48.8,48831,22.4
2971,Iowa,IA,Allamakee,Republican,Marco Rubio,0.191,21.3,91.5,89.0,48.8,48831,22.4
2972,Iowa,IA,Allamakee,Republican,Ben Carson,0.112,21.3,91.5,89.0,48.8,48831,22.4
2973,Iowa,IA,Allamakee,Republican,Carly Fiorina,0.079,21.3,91.5,89.0,48.8,48831,22.4
2974,Iowa,IA,Allamakee,Republican,Rand Paul,0.023,21.3,91.5,89.0,48.8,48831,22.4
2975,Iowa,IA,Allamakee,Republican,Jeb Bush,0.016,21.3,91.5,89.0,48.8,48831,22.4
2976,Iowa,IA,Allamakee,Republican,Mike Huckabee,0.013,21.3,91.5,89.0,48.8,48831,22.4
2977,Iowa,IA,Allamakee,Republican,Rick Santorum,0.009000000000000001,21.3,91.5,89.0,48.8,48831,22.4
2978,Iowa,IA,Allamakee,Republican,Chris Christie,0.006,21.3,91.5,89.0,48.8,48831,22.4
2979,Iowa,IA,Allamakee,Republican,John Kasich,0.003,21.3,91.5,89.0,48.8,48831,22.4
2980,Iowa,IA,Appanoose,Republican,Donald Trump,0.348,21.4,96.2,88.3,50.6,39208,25.9
2981,Iowa,IA,Appanoose,Republican,Ted Cruz,0.32,21.4,96.2,88.3,50.6,39208,25.9
2982,Iowa,IA,Appanoose,Republican,Ben Carson,0.11,21.4,96.2,88.3,50.6,39208,25.9
2983,Iowa,IA,Appanoose,Republican,Marco Rubio,0.107,21.4,96.2,88.3,50.6,39208,25.9
2984,Iowa,IA,Appanoose,Republican,Mike Huckabee,0.052000000000000005,21.4,96.2,88.3,50.6,39208,25.9
2985,Iowa,IA,Appanoose,Republican,Rand Paul,0.024,21.4,96.2,88.3,50.6,39208,25.9
2986,Iowa,IA,Appanoose,Republican,Jeb Bush,0.015,21.4,96.2,88.3,50.6,39208,25.9
2987,Iowa,IA,Appanoose,Republican,Carly Fiorina,0.011,21.4,96.2,88.3,50.6,39208,25.9
2988,Iowa,IA,Appanoose,Republican,Chris Christie,0.005,21.4,96.2,88.3,50.6,39208,25.9
2989,Iowa,IA,Appanoose,Republican,John Kasich,0.005,21.4,96.2,88.3,50.6,39208,25.9
2990,Iowa,IA,Appanoose,Republican,Rick Santorum,0.002,21.4,96.2,88.3,50.6,39208,25.9
2991,Iowa,IA,Audubon,Republican,Ted Cruz,0.361,24.3,97.3,90.3,51.6,48313,13.8
2992,Iowa,IA,Audubon,Republican,Donald Trump,0.265,24.3,97.3,90.3,51.6,48313,13.8
2993,Iowa,IA,Audubon,Republican,Marco Rubio,0.15,24.3,97.3,90.3,51.6,48313,13.8
2994,Iowa,IA,Audubon,Republican,Ben Carson,0.08800000000000001,24.3,97.3,90.3,51.6,48313,13.8
2995,Iowa,IA,Audubon,Republican,Mike Huckabee,0.053,24.3,97.3,90.3,51.6,48313,13.8
2996,Iowa,IA,Audubon,Republican,Rand Paul,0.029,24.3,97.3,90.3,51.6,48313,13.8
2997,Iowa,IA,Audubon,Republican,Jeb Bush,0.027000000000000003,24.3,97.3,90.3,51.6,48313,13.8
2998,Iowa,IA,Audubon,Republican,John Kasich,0.013,24.3,97.3,90.3,51.6,48313,13.8
2999,Iowa,IA,Audubon,Republican,Carly Fiorina,0.011,24.3,97.3,90.3,51.6,48313,13.8
3000,Iowa,IA,Audubon,Republican,Chris Christie,0.003,24.3,97.3,90.3,51.6,48313,13.8
3001,Iowa,IA,Audubon,Republican,Rick Santorum,0.0,24.3,97.3,90.3,51.6,48313,13.8
3002,Iowa,IA,Benton,Republican,Ted Cruz,0.365,16.9,96.7,91.9,50.3,56669,36.4
3003,Iowa,IA,Benton,Republican,Donald Trump,0.251,16.9,96.7,91.9,50.3,56669,36.4
3004,Iowa,IA,Benton,Republican,Marco Rubio,0.15,16.9,96.7,91.9,50.3,56669,36.4
3005,Iowa,IA,Benton,Republican,Ben Carson,0.105,16.9,96.7,91.9,50.3,56669,36.4
3006,Iowa,IA,Benton,Republican,Rand Paul,0.044,16.9,96.7,91.9,50.3,56669,36.4
3007,Iowa,IA,Benton,Republican,Carly Fiorina,0.021,16.9,96.7,91.9,50.3,56669,36.4
3008,Iowa,IA,Benton,Republican,Mike Huckabee,0.021,16.9,96.7,91.9,50.3,56669,36.4
3009,Iowa,IA,Benton,Republican,John Kasich,0.017,16.9,96.7,91.9,50.3,56669,36.4
3010,Iowa,IA,Benton,Republican,Chris Christie,0.014,16.9,96.7,91.9,50.3,56669,36.4
3011,Iowa,IA,Benton,Republican,Jeb Bush,0.006999999999999999,16.9,96.7,91.9,50.3,56669,36.4
3012,Iowa,IA,Benton,Republican,Rick Santorum,0.006,16.9,96.7,91.9,50.3,56669,36.4
3013,Iowa,IA,Boone,Republican,Ted Cruz,0.322,17.0,94.6,92.0,49.7,51826,46.0
3014,Iowa,IA,Boone,Republican,Donald Trump,0.234,17.0,94.6,92.0,49.7,51826,46.0
3015,Iowa,IA,Boone,Republican,Marco Rubio,0.182,17.0,94.6,92.0,49.7,51826,46.0
3016,Iowa,IA,Boone,Republican,Ben Carson,0.101,17.0,94.6,92.0,49.7,51826,46.0
3017,Iowa,IA,Boone,Republican,Rand Paul,0.055,17.0,94.6,92.0,49.7,51826,46.0
3018,Iowa,IA,Boone,Republican,Mike Huckabee,0.038,17.0,94.6,92.0,49.7,51826,46.0
3019,Iowa,IA,Boone,Republican,Chris Christie,0.023,17.0,94.6,92.0,49.7,51826,46.0
3020,Iowa,IA,Boone,Republican,Jeb Bush,0.018000000000000002,17.0,94.6,92.0,49.7,51826,46.0
3021,Iowa,IA,Boone,Republican,John Kasich,0.013,17.0,94.6,92.0,49.7,51826,46.0
3022,Iowa,IA,Boone,Republican,Rick Santorum,0.011,17.0,94.6,92.0,49.7,51826,46.0
3023,Iowa,IA,Boone,Republican,Carly Fiorina,0.004,17.0,94.6,92.0,49.7,51826,46.0
3024,Iowa,IA,Bremer,Republican,Ted Cruz,0.274,18.4,95.8,93.8,50.8,61216,55.7
3025,Iowa,IA,Bremer,Republican,Marco Rubio,0.261,18.4,95.8,93.8,50.8,61216,55.7
3026,Iowa,IA,Bremer,Republican,Donald Trump,0.233,18.4,95.8,93.8,50.8,61216,55.7
3027,Iowa,IA,Bremer,Republican,Ben Carson,0.09,18.4,95.8,93.8,50.8,61216,55.7
3028,Iowa,IA,Bremer,Republican,John Kasich,0.034,18.4,95.8,93.8,50.8,61216,55.7
3029,Iowa,IA,Bremer,Republican,Rand Paul,0.031,18.4,95.8,93.8,50.8,61216,55.7
3030,Iowa,IA,Bremer,Republican,Jeb Bush,0.026,18.4,95.8,93.8,50.8,61216,55.7
3031,Iowa,IA,Bremer,Republican,Carly Fiorina,0.016,18.4,95.8,93.8,50.8,61216,55.7
3032,Iowa,IA,Bremer,Republican,Mike Huckabee,0.013,18.4,95.8,93.8,50.8,61216,55.7
3033,Iowa,IA,Bremer,Republican,Rick Santorum,0.013,18.4,95.8,93.8,50.8,61216,55.7
3034,Iowa,IA,Bremer,Republican,Chris Christie,0.011,18.4,95.8,93.8,50.8,61216,55.7
3035,Iowa,IA,Buchanan,Republican,Ted Cruz,0.368,16.2,96.6,90.6,50.2,55553,36.7
3036,Iowa,IA,Buchanan,Republican,Donald Trump,0.259,16.2,96.6,90.6,50.2,55553,36.7
3037,Iowa,IA,Buchanan,Republican,Marco Rubio,0.131,16.2,96.6,90.6,50.2,55553,36.7
3038,Iowa,IA,Buchanan,Republican,Ben Carson,0.098,16.2,96.6,90.6,50.2,55553,36.7
3039,Iowa,IA,Buchanan,Republican,Rand Paul,0.042,16.2,96.6,90.6,50.2,55553,36.7
3040,Iowa,IA,Buchanan,Republican,Carly Fiorina,0.037000000000000005,16.2,96.6,90.6,50.2,55553,36.7
3041,Iowa,IA,Buchanan,Republican,Chris Christie,0.018000000000000002,16.2,96.6,90.6,50.2,55553,36.7
3042,Iowa,IA,Buchanan,Republican,Mike Huckabee,0.018000000000000002,16.2,96.6,90.6,50.2,55553,36.7
3043,Iowa,IA,Buchanan,Republican,Jeb Bush,0.017,16.2,96.6,90.6,50.2,55553,36.7
3044,Iowa,IA,Buchanan,Republican,John Kasich,0.006999999999999999,16.2,96.6,90.6,50.2,55553,36.7
3045,Iowa,IA,Buchanan,Republican,Rick Santorum,0.005,16.2,96.6,90.6,50.2,55553,36.7
3046,Iowa,IA,Butler,Republican,Ted Cruz,0.365,21.0,97.1,90.9,50.5,52026,25.6
3047,Iowa,IA,Butler,Republican,Donald Trump,0.242,21.0,97.1,90.9,50.5,52026,25.6
3048,Iowa,IA,Butler,Republican,Marco Rubio,0.159,21.0,97.1,90.9,50.5,52026,25.6
3049,Iowa,IA,Butler,Republican,Ben Carson,0.119,21.0,97.1,90.9,50.5,52026,25.6
3050,Iowa,IA,Butler,Republican,Rand Paul,0.035,21.0,97.1,90.9,50.5,52026,25.6
3051,Iowa,IA,Butler,Republican,Jeb Bush,0.026,21.0,97.1,90.9,50.5,52026,25.6
3052,Iowa,IA,Butler,Republican,Mike Huckabee,0.023,21.0,97.1,90.9,50.5,52026,25.6
3053,Iowa,IA,Butler,Republican,Carly Fiorina,0.02,21.0,97.1,90.9,50.5,52026,25.6
3054,Iowa,IA,Butler,Republican,Chris Christie,0.006999999999999999,21.0,97.1,90.9,50.5,52026,25.6
3055,Iowa,IA,Butler,Republican,John Kasich,0.003,21.0,97.1,90.9,50.5,52026,25.6
3056,Iowa,IA,Butler,Republican,Rick Santorum,0.001,21.0,97.1,90.9,50.5,52026,25.6
3057,Iowa,IA,Calhoun,Republican,Ted Cruz,0.285,22.3,94.6,90.5,48.6,44484,17.0
3058,Iowa,IA,Calhoun,Republican,Donald Trump,0.244,22.3,94.6,90.5,48.6,44484,17.0
3059,Iowa,IA,Calhoun,Republican,Marco Rubio,0.217,22.3,94.6,90.5,48.6,44484,17.0
3060,Iowa,IA,Calhoun,Republican,Ben Carson,0.066,22.3,94.6,90.5,48.6,44484,17.0
3061,Iowa,IA,Calhoun,Republican,Mike Huckabee,0.063,22.3,94.6,90.5,48.6,44484,17.0
3062,Iowa,IA,Calhoun,Republican,Rand Paul,0.036000000000000004,22.3,94.6,90.5,48.6,44484,17.0
3063,Iowa,IA,Calhoun,Republican,Rick Santorum,0.034,22.3,94.6,90.5,48.6,44484,17.0
3064,Iowa,IA,Calhoun,Republican,Jeb Bush,0.018000000000000002,22.3,94.6,90.5,48.6,44484,17.0
3065,Iowa,IA,Calhoun,Republican,Carly Fiorina,0.014,22.3,94.6,90.5,48.6,44484,17.0
3066,Iowa,IA,Calhoun,Republican,John Kasich,0.013,22.3,94.6,90.5,48.6,44484,17.0
3067,Iowa,IA,Calhoun,Republican,Chris Christie,0.009000000000000001,22.3,94.6,90.5,48.6,44484,17.0
3068,Iowa,IA,Carroll,Republican,Donald Trump,0.29,19.2,95.5,91.3,51.4,48361,36.6
3069,Iowa,IA,Carroll,Republican,Ted Cruz,0.25,19.2,95.5,91.3,51.4,48361,36.6
3070,Iowa,IA,Carroll,Republican,Marco Rubio,0.224,19.2,95.5,91.3,51.4,48361,36.6
3071,Iowa,IA,Carroll,Republican,Ben Carson,0.067,19.2,95.5,91.3,51.4,48361,36.6
3072,Iowa,IA,Carroll,Republican,Jeb Bush,0.058,19.2,95.5,91.3,51.4,48361,36.6
3073,Iowa,IA,Carroll,Republican,Carly Fiorina,0.043,19.2,95.5,91.3,51.4,48361,36.6
3074,Iowa,IA,Carroll,Republican,Rand Paul,0.03,19.2,95.5,91.3,51.4,48361,36.6
3075,Iowa,IA,Carroll,Republican,John Kasich,0.014,19.2,95.5,91.3,51.4,48361,36.6
3076,Iowa,IA,Carroll,Republican,Mike Huckabee,0.011,19.2,95.5,91.3,51.4,48361,36.6
3077,Iowa,IA,Carroll,Republican,Chris Christie,0.006999999999999999,19.2,95.5,91.3,51.4,48361,36.6
3078,Iowa,IA,Carroll,Republican,Rick Santorum,0.005,19.2,95.5,91.3,51.4,48361,36.6
3079,Iowa,IA,Cass,Republican,Donald Trump,0.284,21.5,95.7,92.8,50.7,43481,24.7
3080,Iowa,IA,Cass,Republican,Ted Cruz,0.244,21.5,95.7,92.8,50.7,43481,24.7
3081,Iowa,IA,Cass,Republican,Marco Rubio,0.19,21.5,95.7,92.8,50.7,43481,24.7
3082,Iowa,IA,Cass,Republican,Ben Carson,0.154,21.5,95.7,92.8,50.7,43481,24.7
3083,Iowa,IA,Cass,Republican,Jeb Bush,0.037000000000000005,21.5,95.7,92.8,50.7,43481,24.7
3084,Iowa,IA,Cass,Republican,John Kasich,0.023,21.5,95.7,92.8,50.7,43481,24.7
3085,Iowa,IA,Cass,Republican,Mike Huckabee,0.018000000000000002,21.5,95.7,92.8,50.7,43481,24.7
3086,Iowa,IA,Cass,Republican,Chris Christie,0.016,21.5,95.7,92.8,50.7,43481,24.7
3087,Iowa,IA,Cass,Republican,Rick Santorum,0.014,21.5,95.7,92.8,50.7,43481,24.7
3088,Iowa,IA,Cass,Republican,Carly Fiorina,0.011,21.5,95.7,92.8,50.7,43481,24.7
3089,Iowa,IA,Cass,Republican,Rand Paul,0.01,21.5,95.7,92.8,50.7,43481,24.7
3090,Iowa,IA,Cedar,Republican,Ted Cruz,0.29,18.4,95.9,92.1,50.5,58088,31.9
3091,Iowa,IA,Cedar,Republican,Donald Trump,0.263,18.4,95.9,92.1,50.5,58088,31.9
3092,Iowa,IA,Cedar,Republican,Marco Rubio,0.224,18.4,95.9,92.1,50.5,58088,31.9
3093,Iowa,IA,Cedar,Republican,Ben Carson,0.093,18.4,95.9,92.1,50.5,58088,31.9
3094,Iowa,IA,Cedar,Republican,Rand Paul,0.04,18.4,95.9,92.1,50.5,58088,31.9
3095,Iowa,IA,Cedar,Republican,John Kasich,0.024,18.4,95.9,92.1,50.5,58088,31.9
3096,Iowa,IA,Cedar,Republican,Carly Fiorina,0.018000000000000002,18.4,95.9,92.1,50.5,58088,31.9
3097,Iowa,IA,Cedar,Republican,Jeb Bush,0.016,18.4,95.9,92.1,50.5,58088,31.9
3098,Iowa,IA,Cedar,Republican,Mike Huckabee,0.012,18.4,95.9,92.1,50.5,58088,31.9
3099,Iowa,IA,Cedar,Republican,Chris Christie,0.008,18.4,95.9,92.1,50.5,58088,31.9
3100,Iowa,IA,Cedar,Republican,Rick Santorum,0.006,18.4,95.9,92.1,50.5,58088,31.9
3101,Iowa,IA,Cherokee,Republican,Donald Trump,0.29600000000000004,22.4,94.2,91.6,50.4,48977,20.9
3102,Iowa,IA,Cherokee,Republican,Marco Rubio,0.29,22.4,94.2,91.6,50.4,48977,20.9
3103,Iowa,IA,Cherokee,Republican,Ted Cruz,0.187,22.4,94.2,91.6,50.4,48977,20.9
3104,Iowa,IA,Cherokee,Republican,Ben Carson,0.142,22.4,94.2,91.6,50.4,48977,20.9
3105,Iowa,IA,Cherokee,Republican,Mike Huckabee,0.02,22.4,94.2,91.6,50.4,48977,20.9
3106,Iowa,IA,Cherokee,Republican,Jeb Bush,0.019,22.4,94.2,91.6,50.4,48977,20.9
3107,Iowa,IA,Cherokee,Republican,Rand Paul,0.014,22.4,94.2,91.6,50.4,48977,20.9
3108,Iowa,IA,Cherokee,Republican,Carly Fiorina,0.013,22.4,94.2,91.6,50.4,48977,20.9
3109,Iowa,IA,Cherokee,Republican,Chris Christie,0.006,22.4,94.2,91.6,50.4,48977,20.9
3110,Iowa,IA,Cherokee,Republican,John Kasich,0.006,22.4,94.2,91.6,50.4,48977,20.9
3111,Iowa,IA,Cherokee,Republican,Rick Santorum,0.006,22.4,94.2,91.6,50.4,48977,20.9
3112,Iowa,IA,Chickasaw,Republican,Donald Trump,0.276,19.4,96.2,88.8,50.0,43971,24.7
3113,Iowa,IA,Chickasaw,Republican,Ted Cruz,0.268,19.4,96.2,88.8,50.0,43971,24.7
3114,Iowa,IA,Chickasaw,Republican,Marco Rubio,0.238,19.4,96.2,88.8,50.0,43971,24.7
3115,Iowa,IA,Chickasaw,Republican,Ben Carson,0.095,19.4,96.2,88.8,50.0,43971,24.7
3116,Iowa,IA,Chickasaw,Republican,Carly Fiorina,0.045,19.4,96.2,88.8,50.0,43971,24.7
3117,Iowa,IA,Chickasaw,Republican,Rand Paul,0.03,19.4,96.2,88.8,50.0,43971,24.7
3118,Iowa,IA,Chickasaw,Republican,Jeb Bush,0.018000000000000002,19.4,96.2,88.8,50.0,43971,24.7
3119,Iowa,IA,Chickasaw,Republican,Mike Huckabee,0.01,19.4,96.2,88.8,50.0,43971,24.7
3120,Iowa,IA,Chickasaw,Republican,Rick Santorum,0.01,19.4,96.2,88.8,50.0,43971,24.7
3121,Iowa,IA,Chickasaw,Republican,John Kasich,0.005,19.4,96.2,88.8,50.0,43971,24.7
3122,Iowa,IA,Chickasaw,Republican,Chris Christie,0.003,19.4,96.2,88.8,50.0,43971,24.7
3123,Iowa,IA,Clarke,Republican,Donald Trump,0.363,17.6,85.2,87.3,49.8,43216,21.5
3124,Iowa,IA,Clarke,Republican,Ted Cruz,0.278,17.6,85.2,87.3,49.8,43216,21.5
3125,Iowa,IA,Clarke,Republican,Marco Rubio,0.158,17.6,85.2,87.3,49.8,43216,21.5
3126,Iowa,IA,Clarke,Republican,Ben Carson,0.101,17.6,85.2,87.3,49.8,43216,21.5
3127,Iowa,IA,Clarke,Republican,Rand Paul,0.027000000000000003,17.6,85.2,87.3,49.8,43216,21.5
3128,Iowa,IA,Clarke,Republican,Jeb Bush,0.022,17.6,85.2,87.3,49.8,43216,21.5
3129,Iowa,IA,Clarke,Republican,Chris Christie,0.016,17.6,85.2,87.3,49.8,43216,21.5
3130,Iowa,IA,Clarke,Republican,Carly Fiorina,0.016,17.6,85.2,87.3,49.8,43216,21.5
3131,Iowa,IA,Clarke,Republican,Mike Huckabee,0.014,17.6,85.2,87.3,49.8,43216,21.5
3132,Iowa,IA,Clarke,Republican,John Kasich,0.005,17.6,85.2,87.3,49.8,43216,21.5
3133,Iowa,IA,Clarke,Republican,Rick Santorum,0.0,17.6,85.2,87.3,49.8,43216,21.5
3134,Iowa,IA,Clay,Republican,Donald Trump,0.285,19.6,94.3,93.1,50.9,49035,29.4
3135,Iowa,IA,Clay,Republican,Ted Cruz,0.284,19.6,94.3,93.1,50.9,49035,29.4
3136,Iowa,IA,Clay,Republican,Ben Carson,0.151,19.6,94.3,93.1,50.9,49035,29.4
3137,Iowa,IA,Clay,Republican,Marco Rubio,0.145,19.6,94.3,93.1,50.9,49035,29.4
3138,Iowa,IA,Clay,Republican,John Kasich,0.03,19.6,94.3,93.1,50.9,49035,29.4
3139,Iowa,IA,Clay,Republican,Rand Paul,0.027000000000000003,19.6,94.3,93.1,50.9,49035,29.4
3140,Iowa,IA,Clay,Republican,Mike Huckabee,0.024,19.6,94.3,93.1,50.9,49035,29.4
3141,Iowa,IA,Clay,Republican,Jeb Bush,0.016,19.6,94.3,93.1,50.9,49035,29.4
3142,Iowa,IA,Clay,Republican,Chris Christie,0.015,19.6,94.3,93.1,50.9,49035,29.4
3143,Iowa,IA,Clay,Republican,Rick Santorum,0.014,19.6,94.3,93.1,50.9,49035,29.4
3144,Iowa,IA,Clay,Republican,Carly Fiorina,0.008,19.6,94.3,93.1,50.9,49035,29.4
3145,Iowa,IA,Clayton,Republican,Ted Cruz,0.35200000000000004,20.9,96.2,91.6,49.7,47494,23.3
3146,Iowa,IA,Clayton,Republican,Donald Trump,0.294,20.9,96.2,91.6,49.7,47494,23.3
3147,Iowa,IA,Clayton,Republican,Marco Rubio,0.129,20.9,96.2,91.6,49.7,47494,23.3
3148,Iowa,IA,Clayton,Republican,Ben Carson,0.079,20.9,96.2,91.6,49.7,47494,23.3
3149,Iowa,IA,Clayton,Republican,Rand Paul,0.034,20.9,96.2,91.6,49.7,47494,23.3
3150,Iowa,IA,Clayton,Republican,Jeb Bush,0.031,20.9,96.2,91.6,49.7,47494,23.3
3151,Iowa,IA,Clayton,Republican,Carly Fiorina,0.031,20.9,96.2,91.6,49.7,47494,23.3
3152,Iowa,IA,Clayton,Republican,Mike Huckabee,0.02,20.9,96.2,91.6,49.7,47494,23.3
3153,Iowa,IA,Clayton,Republican,John Kasich,0.013,20.9,96.2,91.6,49.7,47494,23.3
3154,Iowa,IA,Clayton,Republican,Chris Christie,0.011,20.9,96.2,91.6,49.7,47494,23.3
3155,Iowa,IA,Clayton,Republican,Rick Santorum,0.006,20.9,96.2,91.6,49.7,47494,23.3
3156,Iowa,IA,Clinton,Republican,Donald Trump,0.307,18.3,91.5,90.0,50.9,49559,70.7
3157,Iowa,IA,Clinton,Republican,Ted Cruz,0.269,18.3,91.5,90.0,50.9,49559,70.7
3158,Iowa,IA,Clinton,Republican,Marco Rubio,0.199,18.3,91.5,90.0,50.9,49559,70.7
3159,Iowa,IA,Clinton,Republican,Ben Carson,0.069,18.3,91.5,90.0,50.9,49559,70.7
3160,Iowa,IA,Clinton,Republican,Jeb Bush,0.046,18.3,91.5,90.0,50.9,49559,70.7
3161,Iowa,IA,Clinton,Republican,Rand Paul,0.041,18.3,91.5,90.0,50.9,49559,70.7
3162,Iowa,IA,Clinton,Republican,Carly Fiorina,0.03,18.3,91.5,90.0,50.9,49559,70.7
3163,Iowa,IA,Clinton,Republican,John Kasich,0.018000000000000002,18.3,91.5,90.0,50.9,49559,70.7
3164,Iowa,IA,Clinton,Republican,Chris Christie,0.011,18.3,91.5,90.0,50.9,49559,70.7
3165,Iowa,IA,Clinton,Republican,Mike Huckabee,0.006999999999999999,18.3,91.5,90.0,50.9,49559,70.7
3166,Iowa,IA,Clinton,Republican,Rick Santorum,0.003,18.3,91.5,90.0,50.9,49559,70.7
3167,Iowa,IA,Crawford,Republican,Ted Cruz,0.32299999999999995,16.9,68.5,78.9,49.0,46548,23.9
3168,Iowa,IA,Crawford,Republican,Donald Trump,0.306,16.9,68.5,78.9,49.0,46548,23.9
3169,Iowa,IA,Crawford,Republican,Marco Rubio,0.163,16.9,68.5,78.9,49.0,46548,23.9
3170,Iowa,IA,Crawford,Republican,Ben Carson,0.09,16.9,68.5,78.9,49.0,46548,23.9
3171,Iowa,IA,Crawford,Republican,Carly Fiorina,0.034,16.9,68.5,78.9,49.0,46548,23.9
3172,Iowa,IA,Crawford,Republican,Chris Christie,0.02,16.9,68.5,78.9,49.0,46548,23.9
3173,Iowa,IA,Crawford,Republican,Jeb Bush,0.017,16.9,68.5,78.9,49.0,46548,23.9
3174,Iowa,IA,Crawford,Republican,Rand Paul,0.017,16.9,68.5,78.9,49.0,46548,23.9
3175,Iowa,IA,Crawford,Republican,John Kasich,0.011,16.9,68.5,78.9,49.0,46548,23.9
3176,Iowa,IA,Crawford,Republican,Mike Huckabee,0.01,16.9,68.5,78.9,49.0,46548,23.9
3177,Iowa,IA,Crawford,Republican,Rick Santorum,0.006999999999999999,16.9,68.5,78.9,49.0,46548,23.9
3178,Iowa,IA,Dallas,Republican,Marco Rubio,0.339,11.2,87.0,94.4,51.0,73847,112.4
3179,Iowa,IA,Dallas,Republican,Ted Cruz,0.232,11.2,87.0,94.4,51.0,73847,112.4
3180,Iowa,IA,Dallas,Republican,Donald Trump,0.207,11.2,87.0,94.4,51.0,73847,112.4
3181,Iowa,IA,Dallas,Republican,Ben Carson,0.067,11.2,87.0,94.4,51.0,73847,112.4
3182,Iowa,IA,Dallas,Republican,Rand Paul,0.038,11.2,87.0,94.4,51.0,73847,112.4
3183,Iowa,IA,Dallas,Republican,Chris Christie,0.029,11.2,87.0,94.4,51.0,73847,112.4
3184,Iowa,IA,Dallas,Republican,Jeb Bush,0.029,11.2,87.0,94.4,51.0,73847,112.4
3185,Iowa,IA,Dallas,Republican,John Kasich,0.023,11.2,87.0,94.4,51.0,73847,112.4
3186,Iowa,IA,Dallas,Republican,Carly Fiorina,0.018000000000000002,11.2,87.0,94.4,51.0,73847,112.4
3187,Iowa,IA,Dallas,Republican,Mike Huckabee,0.008,11.2,87.0,94.4,51.0,73847,112.4
3188,Iowa,IA,Dallas,Republican,Rick Santorum,0.008,11.2,87.0,94.4,51.0,73847,112.4
3189,Iowa,IA,Davis,Republican,Donald Trump,0.386,17.5,97.2,85.5,50.6,45040,17.4
3190,Iowa,IA,Davis,Republican,Ted Cruz,0.316,17.5,97.2,85.5,50.6,45040,17.4
3191,Iowa,IA,Davis,Republican,Ben Carson,0.07200000000000001,17.5,97.2,85.5,50.6,45040,17.4
3192,Iowa,IA,Davis,Republican,Mike Huckabee,0.07200000000000001,17.5,97.2,85.5,50.6,45040,17.4
3193,Iowa,IA,Davis,Republican,Marco Rubio,0.07,17.5,97.2,85.5,50.6,45040,17.4
3194,Iowa,IA,Davis,Republican,Rand Paul,0.047,17.5,97.2,85.5,50.6,45040,17.4
3195,Iowa,IA,Davis,Republican,Jeb Bush,0.019,17.5,97.2,85.5,50.6,45040,17.4
3196,Iowa,IA,Davis,Republican,Chris Christie,0.015,17.5,97.2,85.5,50.6,45040,17.4
3197,Iowa,IA,Davis,Republican,Carly Fiorina,0.002,17.5,97.2,85.5,50.6,45040,17.4
3198,Iowa,IA,Davis,Republican,John Kasich,0.002,17.5,97.2,85.5,50.6,45040,17.4
3199,Iowa,IA,Davis,Republican,Rick Santorum,0.0,17.5,97.2,85.5,50.6,45040,17.4
3200,Iowa,IA,Decatur,Republican,Ted Cruz,0.348,18.3,93.0,85.0,49.8,36326,15.9
3201,Iowa,IA,Decatur,Republican,Donald Trump,0.256,18.3,93.0,85.0,49.8,36326,15.9
3202,Iowa,IA,Decatur,Republican,Ben Carson,0.161,18.3,93.0,85.0,49.8,36326,15.9
3203,Iowa,IA,Decatur,Republican,Marco Rubio,0.147,18.3,93.0,85.0,49.8,36326,15.9
3204,Iowa,IA,Decatur,Republican,Rand Paul,0.038,18.3,93.0,85.0,49.8,36326,15.9
3205,Iowa,IA,Decatur,Republican,Mike Huckabee,0.012,18.3,93.0,85.0,49.8,36326,15.9
3206,Iowa,IA,Decatur,Republican,Jeb Bush,0.01,18.3,93.0,85.0,49.8,36326,15.9
3207,Iowa,IA,Decatur,Republican,Chris Christie,0.008,18.3,93.0,85.0,49.8,36326,15.9
3208,Iowa,IA,Decatur,Republican,John Kasich,0.008,18.3,93.0,85.0,49.8,36326,15.9
3209,Iowa,IA,Decatur,Republican,Rick Santorum,0.008,18.3,93.0,85.0,49.8,36326,15.9
3210,Iowa,IA,Decatur,Republican,Carly Fiorina,0.004,18.3,93.0,85.0,49.8,36326,15.9
3211,Iowa,IA,Delaware,Republican,Ted Cruz,0.355,18.1,97.4,91.0,50.0,54076,30.7
3212,Iowa,IA,Delaware,Republican,Donald Trump,0.221,18.1,97.4,91.0,50.0,54076,30.7
3213,Iowa,IA,Delaware,Republican,Marco Rubio,0.192,18.1,97.4,91.0,50.0,54076,30.7
3214,Iowa,IA,Delaware,Republican,Ben Carson,0.103,18.1,97.4,91.0,50.0,54076,30.7
3215,Iowa,IA,Delaware,Republican,Carly Fiorina,0.058,18.1,97.4,91.0,50.0,54076,30.7
