,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
95,95,Kentucky,KY,Christian,Republican,John Kasich,0.098,11.1,66.8,85.2,47.3,38904,103.1
96,96,Kentucky,KY,Clark,Republican,Donald Trump,0.365,16.3,90.3,82.5,51.5,45853,141.1
97,97,Kentucky,KY,Clark,Republican,Ted Cruz,0.332,16.3,90.3,82.5,51.5,45853,141.1
98,98,Kentucky,KY,Clark,Republican,Marco Rubio,0.157,16.3,90.3,82.5,51.5,45853,141.1
99,99,Kentucky,KY,Clark,Republican,John Kasich,0.125,16.3,90.3,82.5,51.5,45853,141.1
100,100,Kentucky,KY,Clay,Republican,Donald Trump,0.579,13.5,92.6,63.6,47.0,21883,46.3
101,101,Kentucky,KY,Clay,Republican,Ted Cruz,0.23199999999999998,13.5,92.6,63.6,47.0,21883,46.3
102,102,Kentucky,KY,Clay,Republican,Marco Rubio,0.095,13.5,92.6,63.6,47.0,21883,46.3
103,103,Kentucky,KY,Clay,Republican,John Kasich,0.069,13.5,92.6,63.6,47.0,21883,46.3
104,104,Kentucky,KY,Clinton,Republican,Donald Trump,0.534,18.2,95.1,67.7,50.3,27100,52.1
105,105,Kentucky,KY,Clinton,Republican,Ted Cruz,0.253,18.2,95.1,67.7,50.3,27100,52.1
106,106,Kentucky,KY,Clinton,Republican,Marco Rubio,0.122,18.2,95.1,67.7,50.3,27100,52.1
107,107,Kentucky,KY,Clinton,Republican,John Kasich,0.073,18.2,95.1,67.7,50.3,27100,52.1
108,108,Kentucky,KY,Crittenden,Republican,Donald Trump,0.4,19.3,96.5,79.0,49.5,34261,25.9
109,109,Kentucky,KY,Crittenden,Republican,Ted Cruz,0.34600000000000003,19.3,96.5,79.0,49.5,34261,25.9
110,110,Kentucky,KY,Crittenden,Republican,Marco Rubio,0.14300000000000002,19.3,96.5,79.0,49.5,34261,25.9
111,111,Kentucky,KY,Crittenden,Republican,John Kasich,0.09,19.3,96.5,79.0,49.5,34261,25.9
112,112,Kentucky,KY,Cumberland,Republican,Donald Trump,0.462,20.7,94.5,73.0,51.2,31593,22.5
113,113,Kentucky,KY,Cumberland,Republican,Ted Cruz,0.247,20.7,94.5,73.0,51.2,31593,22.5
